"","V1"
"116",0.172240797478111
"117",0.062852115615419
"118",0.873643841254268
"119",0.596732006457615
"120",0.71003186422026
"121",0.33982206432447
"122",0.00972761652413886
"123",0.174992149633173
"124",0.779564255610106
"125",0.0431185737827718
"126",0.299369509719982
"127",0.360091744328324
"128",0.152558691730783
"129",0.0401053877407945
"130",0.322499632429896
"131",0.0254924415961974
"132",0.127589906004759
"133",0.505075946784397
"134",0.729077139310664
"135",0.0958890647222806
"136",0.883879977679658
"137",0.440090439922293
"138",0.432131002675298
"139",0.0128548449912221
"140",0.16262871361731
"141",0.116075624461663
"142",0.489221964684143
"143",0.463112471798514
"144",0.160877200947318
"145",0.741918608778421
"146",0.705909662902284
"147",0.0744357402551949
"148",0.538086986856305
"149",0.335909297170309
"150",0.481192590286559
"151",0.314869346443678
"152",0.625663084119808
"153",0.826537808080157
"154",0.00843970393557581
"155",0.665321641890823
"156",0.226693459786327
"157",0.0744921817615996
"158",0.1850285839647
"159",0.0420763589144497
"160",0.622824031286047
"161",0.072551468934368
"162",0.202565156456346
"163",0.0317858413598734
"164",0.619022014957302
"165",0.0171013251490705
"166",0.0984368523410404
"167",0.289944030379493
"168",0.403953390675381
"169",0.598592863909544
"170",0.0790645196862253
"171",0.647154101158572
"172",0.483756142905397
"173",0.802110354596699
"174",0.394472726902443
"175",0.70988397744519
"176",0.840637981410051
"177",0.575562205005705
"178",0.943510535108676
"179",0.175819036105835
"180",0.233343446356834
"181",0.0229890840797987
"182",0.687011543164223
"183",0.502189974501435
"184",0.246322123853625
"185",0.68718038477607
"186",0.268146476886751
"187",0.614048046720769
"188",0.058181665837031
"189",0.517897451839085
"190",0.158404005684194
"191",0.10297332089243
"192",0.897492146191467
"193",0.638250505286504
"194",0.20749812754786
"195",0.690039520876668
"196",0.0764955240581581
"197",0.0795277554289851
"198",0.0688525881149173
"199",0.303863605341107
"200",0.420734895546194
"201",0.677144323235531
"202",0.26234738892518
"203",0.327608133330458
"204",0.0794601535123769
"205",0.559693079671607
"206",0.765479062616111
"207",0.0544057450888808
"208",0.748373565152078
"209",0.0925920319356472
"210",0.155002039519556
"211",0.628650001400169
"212",0.126308867622686
"213",0.202879120916082
"214",0.00886347501185986
"215",0.0527404356757725
"216",0.941133884710032
"217",0.151724744552297
"218",0.112533302991686
"219",0.874172426071801
"220",0.653110422351644
"221",0.00815027489036568
"222",0.375501613041506
"223",0.190435743080732
"224",0.456851367862475
"225",0.840348076320436
"226",0.212428666320861
"227",0.378508207714967
"228",0.694044892134207
"229",0.0210563746442311
"230",0.0883007680272483
"231",0.770981183729691
"232",0.0942803505595597
"233",0.170074939570916
"234",0.0880791127084475
"235",0.420389557129967
"236",0.683427227274861
"237",0.0619019880103072
"238",0.425918495244075
"239",0.338578400541089
"240",0.604614676884099
"241",0.0101647951830604
"242",0.0176348898429158
"243",0.0110385162185154
"244",0.440835498327447
"245",0.440822117054377
"246",0.00251694555277584
"247",0.795063886069957
"248",0.987203511620539
"249",0.0282221471642965
"250",0.725796835110003
"251",0.190023414492313
"252",0.14948382388439
"253",0.070438577686732
"254",0.0849287108545753
"255",0.563020959446115
"256",0.482920652433397
"257",0.449749409204782
"258",0.0369889786623499
"259",0.0840650859706949
"260",0.455388875906522
"261",0.260026400270988
"262",0.259788209142986
"263",0.312208097114613
"264",0.206483438491322
"265",0.738035317365392
"266",0.321275208877412
"267",0.440986141210052
"268",0.361585293142117
"269",0.383775583761304
"270",0.314483129991663
"271",0.128907445915941
"272",0.107638917322734
"273",0.226298525974206
"274",0.568413887127874
"275",0.674293159307306
"276",0.06793372426103
"277",0.409126942920642
"278",0.222051420651888
"279",0.36981588378657
"280",0.151363632347431
"281",0.688469516476225
"282",0.949446989072831
"283",0.0617715308646501
"284",0.0606760390665086
"285",0.55919938585972
"286",0.0480819786060778
"287",0.182467142879788
"288",0.627058108508236
"289",0.00640451073786909
"290",0.804078782477163
"291",0.748250881678512
"292",0.0388117698499671
"293",0.152062251620605
"294",0.485713018720289
"295",0.151709278698607
"296",0.482027701330664
"297",0.108978349665749
"298",0.47938086815616
"299",0.162988287489149
"300",0.178932007920492
"301",0.0331101942028969
"302",0.014917999852616
"303",0.605403769106045
"304",0.89205971221281
"305",0.0215008725075513
"306",0.560343423870674
"307",0.302389372980918
"308",0.108474708357938
"309",0.575312720806155
"310",0.0735087404488401
"311",0.0391597323896483
"312",0.871151885904394
"313",0.23533003756051
"314",0.122757929162794
"315",0.712785572357838
"316",0.384121528297274
"317",0.46957011355753
"318",0.491139643510004
"319",0.0685993305705949
"320",0.557207335025252
"321",0.21582537495042
"322",0.257023343291199
"323",0.780227726663131
"324",0.572806570794412
"325",0.497990869547083
"326",0.301560210542321
"327",0.860539596450936
"328",0.0910646473237876
"329",0.0233084927773666
"330",0.777292821516806
"331",0.0534200872746759
"332",0.452910828788546
"333",0.539384555488415
"334",0.648485984835459
"335",0.336515797162613
"336",0.0405065614468632
"337",0.780366135474902
"338",0.0956097783134133
"339",0.651698614408959
"340",0.197066934027891
"341",0.679543615083295
"342",0.46392745112547
"343",0.437880832265249
"344",0.379656499680545
"345",0.0418879599164178
"346",0.688277659030578
"347",0.150026242316849
"348",0.687313469326704
"349",0.280679753562746
"350",0.616225655700359
"351",0.792924133993027
"352",0.259299270856316
"353",0.247680308587432
"354",0.203793296027802
"355",0.0936179918741452
"356",0.778863724008828
"357",0.278380717932593
"358",0.61101078093845
"359",0.49703659276473
"360",0.0993905430924221
"361",0.072199762127484
"362",0.122749655746464
"363",0.0430101191348416
"364",0.170689521313943
"365",0.249125505215227
"366",0.171534923646321
"367",0.488960831498347
"368",0.838531594272126
"369",0.0269887984308001
"370",0.749523073480671
"371",0.137917490743679
"372",0.168740863406455
"373",0.23334697893414
"374",0.61011926748415
"375",0.598503489070588
"376",0.508930285596727
"377",0.128124108835245
"378",0.733931259878277
"379",0.607247950392858
"380",0.186923751106528
"381",0.608446872359367
"382",0.188225456213347
"383",0.354555077904829
"384",0.248918922498333
"385",0.860259320899017
"386",0.0366512527583321
"387",0.229380404177413
"388",0.197359340798325
"389",0.841909753386634
"390",0.0115147670265302
"391",0.884009151205004
"392",0.378235351341426
"393",0.834332370386397
"394",0.393879624678411
"395",0.112890638373558
"396",0.632799805545998
"397",0.0968226699387606
"398",0.49153163630899
"399",0.111262450907342
"400",0.0301244883796754
"401",0.177167260841216
"402",0.869974916892605
"403",0.720993814240774
"404",0.698851037077685
"405",0.447934916407038
"406",0.936397380902065
"407",0.0812632616945265
"408",0.0594085427377511
"409",0.106365336943143
"410",0.366734867811967
"411",0.37696591886697
"412",0.420850125271115
"413",0.74278380237479
"414",0.28358981803989
"415",0.0523936102911333
"416",0.383488287439802
"417",0.144855579766382
"418",0.770149189951285
"419",0.0473725832367121
"420",0.148592058723218
"421",0.824578318008209
"422",0.898523324655481
"423",0.840933364369109
"424",0.323618426056612
"425",0.65380065066937
"426",0.962398201499871
"427",0.13784055194789
"428",0.339386403538664
"429",0.384023908131081
"430",0.0355801683184025
"431",0.0217951228903399
"432",0.203140198782409
"433",0.496413969822989
"434",0.0917213333721731
"435",0.546564011161586
"436",0.91982973587423
"437",0.107383550096849
"438",0.327702608398139
"439",0.0339877934706806
"440",0.668634240351275
"441",0.896694379599016
"442",0.11432393845744
"443",0.00938226354683039
"444",0.771911579320876
"445",0.351837133165943
"446",0.176275279469726
"447",0.38119919183609
"448",0.622566190847266
"449",0.351944424397552
"450",0.258570473178396
"451",0.0510692634839849
"452",0.516129355217017
"453",0.0849816749710947
"454",0.586051243367161
"455",0.643436371067494
"456",0.127716824963378
"457",0.172012971776013
"458",0.247331313901485
"459",0.0385916801337009
"460",0.803388658129808
"461",0.569177566755764
"462",0.152184137677497
"463",0.286220866288279
"464",0.0674050162144242
"465",0.115507958615138
"466",0.256875108214681
"467",0.149562998456802
"468",0.84361250406043
"469",0.27347956201986
"470",0.447761703370871
"471",0.748507000863058
"472",0.805178527749074
"473",0.229379234561605
"474",0.593848245185436
"475",0.250220520087796
"476",0.0242870803604773
"477",0.185341212881259
"478",0.175407376561105
"479",0.00724712148891007
"480",0.856099134966663
"481",0.730069828339752
"482",0.370367590262539
"483",0.14069290600634
"484",0.588947684074219
"485",0.233018001696328
"486",0.0770886398805371
"487",0.59061971079791
"488",0.0239687679431016
"489",0.652179781195185
"490",0.20509264865398
"491",0.330979612823895
"492",0.0845260191504251
"493",0.959760222242643
"494",0.728625277264308
"495",0.739921855033949
"496",0.156418889598291
"497",0.838496219900354
"498",0.0494576517236553
"499",0.416434424042713
"500",0.435247090886786
"501",0.314635612277068
"502",0.189030592043068
"503",0.612929067607398
"504",0.507612792005976
"505",0.852375332809301
"506",0.190473391328041
"507",0.210747093418501
"508",0.823404342752904
"509",0.453829089268172
"510",0.708923529876524
"511",0.678973534038449
"512",0.624826124835834
"513",0.513169272632458
"514",0.204583111652603
"515",0.738930297348088
"516",0.31533215873335
"517",0.144434225118178
"518",0.501772866400384
"519",0.136915491160137
"520",0.0438268981573666
"521",0.398182169041456
"522",0.344664751639415
"523",0.132925108590592
"524",0.486760989499649
"525",0.0904196350294215
"526",0.386198510858345
"527",0.499235057884448
"528",0.728540176754391
"529",0.0784567022227881
"530",0.173030619933195
"531",0.575395319475022
"532",0.525870232502253
"533",0.669391929456644
"534",0.055546996406611
"535",0.298572719398356
"536",0.273048814419022
"537",0.467252112977354
"538",0.33196689039977
"539",0.374494505644618
"540",0.596120596247085
"541",0.0220196759864725
"542",0.299574063294654
"543",0.483109235662615
"544",0.653045586842875
"545",0.336453515008528
"546",0.367105718525598
"547",0.107999707943943
"548",0.00655730992745716
"549",0.148825583745395
"550",0.753310976618493
"551",0.346422490072317
"552",0.655221100012032
"553",0.0137776901954989
"554",0.260067707153209
"555",0.406268808351658
"556",0.367170112973046
"557",0.127754240863647
"558",0.0946179738581184
"559",0.915310332764505
"560",0.5296647434612
"561",0.0871611454360173
"562",0.487806364406132
"563",0.0136634675532375
"564",0.703088895628508
"565",0.0223524306530443
"566",0.802080389601195
"567",0.83606844093167
"568",0.106219392780508
"569",0.443440215823122
"570",0.526478157212045
"571",0.528422807273468
"572",0.743163243030059
"573",0.0540716574422244
"574",0.755498199493118
"575",0.131185439620089
"576",0.575005254795628
"577",0.731231895500946
"578",0.630126806171932
"579",0.521916493840493
"580",0.522054270839753
"581",0.165986085144834
"582",0.0158012398008573
"583",0.426524265041719
"584",0.816617321706598
"585",0.763496245378913
"586",0.253366900337482
"587",0.0842656166266826
"588",0.105750592450892
"589",0.243547035749488
"590",0.0763287850581507
"591",0.0210907942157856
"592",0.340011889222094
"593",0.0258023606597602
"594",0.884374967188251
"595",0.632701794106444
"596",0.41670600633474
"597",0.00343587744812148
"598",0.642768017743397
"599",0.489625013985355
"600",0.83648617510499
"601",0.720553551293493
"602",0.0360762277169484
"603",0.771203317247111
"604",0.310916016540783
"605",0.152762339079764
"606",0.333238048601592
"607",0.366767625044302
"608",0.859704019367759
"609",0.06413009394485
"610",0.731987558047932
"611",0.100226456493633
"612",0.091655525247647
"613",0.023411411128129
"614",0.16390066249054
"615",0.508270180123851
"616",0.425554451912468
"617",0.8293391510103
"618",0.87039085964889
"619",0.0126838891330016
"620",0.167463070551903
"621",0.0111813865761795
"622",0.100780370787192
"623",0.2296335987438
"624",0.122978518700123
"625",0.364377436953195
"626",0.58323109733671
"627",0.696863278110757
"628",0.495686195483534
"629",0.173925603880963
"630",0.659044715404678
"631",0.817422879323935
"632",0.191758559919378
"633",0.0214434327651049
"634",0.147277838532222
"635",0.0149817669293036
"636",0.0969380098535574
"637",0.072809028191133
"638",0.249526517853075
"639",0.460718952923674
"640",0.705989247665284
"641",0.657711149121924
"642",0.626738203887859
"643",0.662752740067544
"644",0.0859566896549947
"645",0.37847217554203
"646",0.0749618063935067
"647",0.415060609387031
"648",0.343074727465855
"649",0.190311523053908
"650",0.591198263162305
"651",0.88324290272576
"652",0.126074347117385
"653",0.220056364809756
"654",0.54325832636918
"655",0.310494538257621
"656",0.07533530429487
"657",0.152714806731467
"658",0.322059022870348
"659",0.515041819773402
"660",0.277868447264426
"661",0.200611403185015
"662",0.259596243265894
"663",0.27175897032143
"664",0.145736490946032
"665",0.356922468117265
"666",0.00395804100660837
"667",0.772942034195186
"668",0.624017217407641
"669",0.0387837185104543
"670",0.14090950159279
"671",0.0626114089768987
"672",0.904675053394898
"673",0.554193317064975
"674",0.228097220058015
"675",0.543428107413627
"676",0.0974272321858977
"677",0.0174558122574729
"678",0.744044273571674
"679",0.014435559211539
"680",0.531623903879094
"681",0.0666020362897488
"682",0.575651037104688
"683",0.365085284029821
"684",0.0178628738320733
"685",0.103629174212544
"686",0.178099944547386
"687",0.454156676323376
"688",0.109718660188942
"689",0.923320594567312
"690",0.758178674396901
"691",0.761824166299065
"692",0.500786525362152
"693",0.00706674924453715
"694",0.316518978396877
"695",0.707314467245935
"696",0.330370265232773
"697",0.111314195103533
"698",0.187258592959545
"699",0.043801849278658
"700",0.911887800565554
"701",0.253717881879452
"702",0.266531313492412
"703",0.726598150739632
"704",0.169120830167597
"705",0.713789015453321
"706",0.73486677418978
"707",0.218818749534434
"708",0.061123695378446
"709",0.0191675817237161
"710",0.25158298958963
"711",0.157631134310098
"712",0.937855981554327
"713",0.745701324994657
"714",0.118317639814175
"715",0.221368998885097
"716",0.114004112989295
"717",0.556954535617936
"718",0.440474983161982
"719",0.438106542238883
"720",0.626833900920019
"721",0.468494690015409
"722",0.179244593015846
"723",0.224178254148053
"724",0.728473034904895
"725",0.222299858931628
"726",0.1189316343077
"727",0.311574962661276
"728",0.0867840596182412
"729",0.0866558254049124
"730",0.0637498708365298
"731",0.863852631762774
"732",0.300615643101201
"733",0.0134138510048479
"734",0.344264993373561
"735",0.182930034512351
"736",0.0102046639550938
"737",0.268489991255863
"738",0.819252742900117
"739",0.518260198721141
"740",0.165088811307998
"741",0.128589882795259
"742",0.165483640349376
"743",0.482137114284455
"744",0.38841222040607
"745",0.641103061922144
"746",0.705947057365121
"747",0.840922037882992
"748",0.732650973430009
"749",0.436378449616117
"750",0.167839626466129
"751",0.389420228853361
"752",0.784531567744525
"753",0.22370937442698
"754",0.590274948439174
"755",0.515138065983739
"756",0.686023722766739
"757",0.860769313806381
"758",0.980199874479386
"759",0.674193392946386
"760",0.0332731937974611
"761",0.374688626060182
"762",0.531713917387908
"763",0.125203695952029
"764",0.129417239510966
"765",0.349061614845545
"766",0.102547596636147
"767",0.227354829046271
"768",0.122919918996571
"769",0.704052921499363
"770",0.0179977083643329
"771",0.571347956460706
"772",0.438187621579483
"773",0.386818492884076
"774",0.0379033408333251
"775",0.362549674662721
"776",0.290168204423035
"777",0.644110310322034
"778",0.426953709448896
"779",0.25089849514228
"780",0.82048184906766
"781",0.204554251701155
"782",0.567864487533415
"783",0.12346779254948
"784",0.643641939562675
"785",0.187998588749723
"786",0.558364126565013
"787",0.762507583653487
"788",0.593905476962564
"789",0.305322967807822
"790",0.15978446696631
"791",0.14355106223942
"792",0.525836802330991
"793",0.392925722215014
"794",0.493282061249786
"795",0.128694225479945
"796",0.237818006539336
"797",0.379197267806753
"798",0.103536761769581
"799",0.0131583338849786
"800",0.598970389978709
"801",0.0151126136208108
"802",0.289030476924684
"803",0.147426154083799
"804",0.0676506960030541
"805",0.787127939634318
"806",0.532047601446007
"807",0.168272169120017
"808",0.0362345762933288
"809",0.203354282779499
"810",0.391176229240129
"811",0.902346620894916
"812",0.00969436131936821
"813",0.284989382608756
"814",0.269210227938381
"815",0.694121031068551
"816",0.177070448636267
"817",0.11667374023634
"818",0.228038925102438
"819",0.207948575375447
"820",0.784643959765825
"821",0.0162075879739238
"822",0.832889811775218
"823",0.246904460178314
"824",0.636409176324714
"825",0.323952525901067
"826",0.147519631175277
"827",0.0582110534699595
"828",0.714240975989546
"829",0.730274256680207
"830",0.858325267730668
"831",0.0154005011888811
"832",0.0328332351948062
"833",0.0692263123472022
"834",0.646802220549206
"835",0.402867238803907
"836",0.048146465557669
"837",0.746692673161842
"838",0.295587087170172
"839",0.0707303228310962
"840",0.279429465899031
"841",0.615930475633208
"842",0.773496391373924
"843",0.518019229532168
"844",0.470058764355734
"845",0.0728480759275582
"846",0.0707766101733515
"847",0.133742961528027
"848",0.455915928235743
"849",0.0269941578244523
"850",0.371586138463857
"851",0.89071984200498
"852",0.541671930417579
"853",0.185933989443812
"854",0.646036385311937
"855",0.349159269328285
"856",0.0879407980517082
"857",0.0119861102769437
"858",0.0867320256680417
"859",0.229758684337914
"860",0.257688524186386
"861",0.103390219707849
"862",0.410786165734751
"863",0.714866641439776
"864",0.101428313573004
"865",0.276645094432566
"866",0.708625168058454
"867",0.537676184310083
"868",0.47412657625732
"869",0.170641741054835
"870",0.615926351083993
"871",0.458339346118827
"872",0.0185270442174071
"873",0.39593688947624
"874",0.0404261573987698
"875",0.187069211062688
"876",0.443088747201487
"877",0.474623276867626
"878",0.277708298082087
"879",0.4500615910776
"880",0.207256756908419
"881",0.913560291249952
"882",0.651811974838591
"883",0.677385199475218
"884",0.302845299703772
"885",0.837053134162141
"886",0.495179683030875
"887",0.216758533436801
"888",0.147675830182714
"889",0.397059617769112
"890",0.101016555437056
"891",0.756751081557666
"892",0.0112003323847529
"893",0.68782881309811
"894",0.815372298035594
"895",0.542859717429849
"896",0.771954836280062
"897",0.938004532102857
"898",0.0889827697792644
"899",0.484654606140192
"900",0.714734596557189
"901",0.280809321130921
"902",0.526270189756956
"903",0.398588109014214
"904",0.0881875649049727
"905",0.475244533432431
"906",0.0240499855687931
"907",0.011092703921014
"908",0.806406336228185
"909",0.601279289757557
"910",0.0463160978720348
"911",0.586978722956379
"912",0.0947590674783842
"913",0.0696442923567197
"914",0.166081883536132
"915",0.141513774280725
"916",0.176241317191851
"917",0.21061270316692
"918",0.329481745658744
"919",0.104921929126808
"920",0.271838508171487
"921",0.824758309222165
"922",0.630857541191823
"923",0.700876443005222
"924",0.826713270430598
"925",0.31331241945315
"926",0.087711304174332
"927",0.257881172151092
"928",0.590820041975784
"929",0.24279567730746
"930",0.39064988514326
"931",0.482934814827663
"932",0.895724051763993
"933",0.381490352353898
"934",0.28878656147117
"935",0.0634305196889596
"936",0.0508389008718577
"937",0.206167007853451
"938",0.115439849114983
"939",0.383853877034741
"940",0.0258019069249121
"941",0.0664043557162882
"942",0.0318253944877694
"943",0.168728122381631
"944",0.328833878687033
"945",0.206930451116588
"946",0.391544558051429
"947",0.197688653937302
"948",0.979702249555852
"949",0.336790346928978
"950",0.0672667398133308
"951",0.755902263894468
"952",0.917141329883775
"953",0.15587433522951
"954",0.257448325778134
"955",0.36179377811154
"956",0.559958649218471
"957",0.0557143506138951
"958",0.270300185628182
"959",0.671526056845748
"960",0.748374273786128
"961",0.809784076962132
"962",0.817631222610465
"963",0.858390627321455
"964",0.460126550179504
"965",0.0921192549597453
"966",0.446356286155472
"967",0.00523867849800564
"968",0.116934342902156
"969",0.652581279749116
"970",0.0369735639356486
"971",0.666243248595969
"972",0.736651364213577
"973",0.419203842403965
"974",0.295452818831117
"975",0.36497784647311
"976",0.0932944653075608
"977",0.199729920114798
"978",0.428400997040094
"979",0.0694491591388949
"980",0.169052209102392
"981",0.224303779840687
"982",0.465261761082615
"983",0.316193737308303
"984",0.697637589793681
"985",0.764934156270545
"986",0.929694319505941
"987",0.263526568342604
"988",0.178566693057712
"989",0.0344800236683968
"990",0.0163098941403637
"991",0.733354945543171
"992",0.921029804421584
"993",0.636570236711005
"994",0.0981267017303132
"995",0.3921210960407
"996",0.455971988255391
"997",0.485018292784896
"998",0.292322508566458
"999",0.0456715866407515
"1000",0.822109127613834
"1001",0.736827644076615
"1002",0.768010135502866
"1003",0.0200036184836061
"1004",0.806965230492859
"1005",0.705584123534473
"1006",0.186559140410839
"1007",0.645632614995854
"1008",0.787560887086302
"1009",0.292975559183314
"1010",0.0780471062069349
"1011",0.24033161359531
"1012",0.920576658139495
"1013",0.0148609302201796
"1014",0.452300230403216
"1015",0.141805510581203
"1016",0.363965599519421
"1017",0.395648858559768
"1018",0.133300692242489
"1019",0.280147683036872
"1020",0.628301957510558
"1021",0.203875456216561
"1022",0.786757903400793
"1023",0.258206120649442
"1024",0.654741197088518
"1025",0.0513563730132908
"1026",0.511934709290708
"1027",0.602614823659444
"1028",0.264022089028231
"1029",0.0531521732340839
"1030",0.224084683306479
"1031",0.568298037803414
"1032",0.533010476158092
"1033",0.0563851343363564
"1034",0.172370657888981
"1035",0.605748498899492
"1036",0.252270504134698
"1037",0.277845416896003
"1038",0.567809183414871
"1039",0.456118874649202
"1040",0.0286822912434538
"1041",0.137912082342656
"1042",0.0559619180982707
"1043",0.523987568772943
"1044",0.055463428408802
"1045",0.0123657720226988
"1046",0.00499124738567267
"1047",0.407683493637727
"1048",0.357559677467635
"1049",0.328167876765975
"1050",0.300906606479795
"1051",0.0591631970656052
"1052",0.283459926474823
"1053",0.437010528227875
"1054",0.462754708952579
"1055",0.558989769700314
"1056",0.2036292531493
"1057",0.0839580186252285
"1058",0.150888655649387
"1059",0.690603174911811
"1060",0.042960474657446
"1061",0.11061851533675
"1062",0.350682208296864
"1063",0.271230025121637
"1064",0.247961401546175
"1065",0.23782794660798
"1066",0.268638768210635
"1067",0.429493790802729
"1068",0.00540076989296874
"1069",0.0424904127855696
"1070",0.386342226561526
"1071",0.882867010337484
"1072",0.572353697479614
"1073",0.293046992286726
"1074",0.600377101653637
"1075",0.556741787688966
"1076",0.929827567761234
"1077",0.730073832287644
"1078",0.194050634051433
"1079",0.676816982203885
"1080",0.034200028883481
"1081",0.378085397438244
"1082",0.15117059609284
"1083",0.161871226807436
"1084",0.425495783457156
"1085",0.333840924548588
"1086",0.391888317310837
"1087",0.169801685967935
"1088",0.598772636116702
"1089",0.863085480192372
"1090",0.0275365177772531
"1091",0.00660727197576467
"1092",0.366757111369305
"1093",0.116022471475491
"1094",0.0218508858819182
"1095",0.767025719014034
"1096",0.0093920579672684
"1097",0.20518716388896
"1098",0.0113592491441721
"1099",0.291004144714694
"1100",0.564715451150576
"1101",0.238138436953249
"1102",0.129187614021336
"1103",0.210018838300837
"1104",0.269049879120602
"1105",0.27409590608777
"1106",0.308795367560875
"1107",0.336460136579202
"1108",0.425879485034571
"1109",0.0502108943228318
"1110",0.111058341899122
"1111",0.166833716035747
"1112",0.9033693926725
"1113",0.369650644657237
"1114",0.111983929628358
"1115",0.200544186266081
"1116",0.680546017210759
"1117",0.793457277393757
"1118",0.315254639489325
"1119",0.0114566628280795
"1120",0.882878543673704
"1121",0.335321276988303
"1122",0.103060003112719
"1123",0.518507736386663
"1124",0.4148399874515
"1125",0.0966371652647355
"1126",0.183602509637969
"1127",0.765699152962807
"1128",0.401536694640336
"1129",0.710996861872322
"1130",0.0576649132584429
"1131",0.508461010755106
"1132",0.0220266502046724
"1133",0.186517703158645
"1134",0.751655156343722
"1135",0.816593518030164
"1136",0.535192568741021
"1137",0.24498421586281
"1138",0.286137903022532
"1139",0.576450233598387
"1140",0.246710885887368
"1141",0.0167450803565924
"1142",0.326779560442753
"1143",0.587673356152694
"1144",0.820009343324825
"1145",0.14889514955666
"1146",0.609209100643111
"1147",0.576401152662633
"1148",0.472771633979183
"1149",0.343810318717323
"1150",0.736008656630695
"1151",0.225708168497162
"1152",0.530267930162603
"1153",0.935157114191931
"1154",0.165633481767821
"1155",0.0299910536021798
"1156",0.122987056022718
"1157",0.712116192599535
"1158",0.164340551108249
"1159",0.798220988611686
"1160",0.367700854349252
"1161",0.26612286219925
"1162",0.554531540228896
"1163",0.972128675459096
"1164",0.414403012854735
"1165",0.206950676807516
"1166",0.0562800984934758
"1167",0.0823781536148383
"1168",0.393666276450862
"1169",0.278891093589193
"1170",0.0922424570441815
"1171",0.104888386513562
"1172",0.342272634784294
"1173",0.00929752827034377
"1174",0.39325155518198
"1175",0.729042892062923
"1176",0.505082817366842
"1177",0.193199836293905
"1178",0.577171078018704
"1179",0.508514391646667
"1180",0.573069917481279
"1181",0.566842516343069
"1182",0.119193398564926
"1183",0.189541476570054
"1184",0.311011373698033
"1185",0.0330603456229126
"1186",0.397071468173881
"1187",0.0436917397553791
"1188",0.0224232884967448
"1189",0.72576163515978
"1190",0.390769406812827
"1191",0.0821411699433263
"1192",0.0203841981972144
"1193",0.75749508198005
"1194",0.556968820294329
"1195",0.956712598955337
"1196",0.246679302709868
"1197",0.75740900490773
"1198",0.181143088516549
"1199",0.455870716589823
"1200",0.0792111964990446
"1201",0.371879465252867
"1202",0.488654469494803
"1203",0.621888423820698
"1204",0.0483599566206918
"1205",0.104407137305815
"1206",0.0976381987735494
"1207",0.330575387977422
"1208",0.890004171630626
"1209",0.392022169641488
"1210",0.651065813527157
"1211",0.396933157037572
"1212",0.337628822427953
"1213",0.544541993541226
"1214",0.799151775102541
"1215",0.511445693038577
"1216",0.196615446869089
"1217",0.480166667538672
"1218",0.537243997287626
"1219",0.632519180824813
"1220",0.7408699165319
"1221",0.358548640968847
"1222",0.0575006003684398
"1223",0.01034715841876
"1224",0.0787435777622287
"1225",0.00921017123910984
"1226",0.14723128334122
"1227",0.375266222474891
"1228",0.367602605561515
"1229",0.0469515120301506
"1230",0.776438848784937
